id_station,n_station,ad_station,code_insee,xlongitude,ylatitude,puiss_max,accessibilite,type_prise,n_enseigne,date_maj
FR*V75*PPX03*03,Paris | Boulevard Beaumarchais 87,"87 Boulevard Beaumarchais, 75003 Paris",,2.36738,48.858967,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*P9015*04,Paris | Rue de la Convention 99,"99 Rue de la Convention, 75015 Paris",75115,2.286931,48.841663,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX20*01,Paris | Rue de la Plaine 25,"25 Rue de la Plaine, 75020 Paris",75120,2.4019644,48.85006,7.0,7/7-24/24,T2-EF,Belib',2021-04-14
FR*V75*PPX14*06,Paris | Rue du Départ 23,"23 Rue du Départ, 75014 Paris",,2.323305,48.842175,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX15*25,Paris | Rue de Cronstadt 2,"2 Rue de Cronstadt, 75015 Paris",,2.3026,48.8349,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*P9016*06,Paris | Avenue Victor Hugo 45,"45 Avenue Victor Hugo, 75016 Paris",75116,2.289894,48.871464,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX15*06,Paris | Rue Gerbert 11,"11 Rue Gerbert, 75015 Paris",75115,2.2986453,48.839577,7.0,7/7-24/24,T2-EF,Belib',2021-07-01
FR*V75*P9007*01,Paris | Avenue Bosquet 47,"47 Avenue Bosquet, 75007 Paris",75107,2.30437,48.85755,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-25
FR*V75*P9013*05,Paris | Rue de Tolbiac 145,"145 Rue de Tolbiac, 75013 Paris",75113,2.358146,48.82604,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX15*04,Paris | Rue Leblanc  19,"19 Rue Leblanc, 75015 Paris",75115,2.273328,48.83984,7.0,7/7-24/24,T2-EF,Belib',2021-06-24
FR*V75*P9018*02,Paris | Rue Caulaincourt 103,"103 Rue Caulaincourt, 75018 Paris",75118,2.33891,48.889732,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX19*02,Paris | Avenue de Flandre 61,"61 Avenue de Flandre, 75019 Paris",75119,2.37308,48.888195,7.0,7/7-24/24,T2-EF,Belib',2021-07-15
FR*V75*PPX16*14,Paris | Avenue Georges Mandel 42 bis,"42 bis Avenue Georges Mandel, 75016 Paris",,2.2806,48.864,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX04*05,Paris | Quai de Béthune 36,"36 Quai de Béthune, 75004 Paris",,2.3564553,48.851254,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX11*01,Paris | Avenue Ledru Rollin 155,"930 Avenue Ledru Rollin, 75011 Paris",75111,2.378338,48.855328,7.0,7/7-24/24,T2-EF,Belib',2021-06-30
FR*V75*PPX09*06,Paris | Rue du conservatoire 13,"13 Rue du conservatoire, 75009 Paris",,2.3466527,48.87359,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*P9011*03,Paris | Rue Léon Frot 26,"26 Rue Léon Frot, 75011 Paris",75111,2.387548,48.854664,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-24
FR*V75*PPX09*05,Paris | Rue de la Chaussée d'Antin 5,"5 Rue de la Chaussée d'Antin, 75009 Paris",,2.3338861,48.871643,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX12*06,Paris | Avenue de Saint-Mandé 94,"94 Avenue de Saint-Mandé, 75012 Paris",75112,2.407044,48.8444,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX08*01,Paris | Rue Pierre Charron  62,"248 Rue Pierre Charron, 75008 Paris",75108,2.3036203,48.869644,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX15*13,Paris | Rue Cotentin 29,"29 Rue Cotentin, 75015 Paris",75115,2.312675,48.838547,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX03*04,Paris | Rue Perrée 18,"18 Rue Perrée, 75003 Paris",,2.360503,48.86502,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX08*09,Paris | Rue Francois 1er 7,"7 Rue Francois 1er, 75008 Paris",,2.308419,48.865772,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX11*12,Paris | Bis Avenue Parmentier 125,"125 Bis Avenue Parmentier, 75011 Paris",,2.371679,48.86908,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX12*10,Paris | Avenue Émile Laurent 1,"1 Avenue Émile Laurent, 75012 Paris",,2.409631,48.84071,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX13*11,Paris | Rue des Frigos 24,"24 Rue des Frigos, 75013 Paris",,2.379246,48.83171,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*P9013*02,Paris | Boulevard Vincent-Auriol 137,"137 Boulevard Vincent-Auriol, 75013 Paris",75113,2.363025,48.832893,4.0,7/7-24/24,EF,Belib',2021-03-22
FR*V75*PPX17*01,Paris | Avenue des Ternes 6,"6 Avenue des Ternes, 75017 Paris",75117,2.2967632,48.878258,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX05*08,Paris | Rue Gay-Lussac 66,"66 Rue Gay-Lussac, 75005 Paris",,2.3430684,48.842007,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX13*05,Paris | Avenue de Choisy 188,"188 Avenue de Choisy, 75013 Paris",75113,2.356917,48.83039,7.0,7/7-24/24,T2-EF,Belib',2021-06-24
FR*V75*P9011*02,Paris | Boulevard du Temple 27,"27 Boulevard du Temple, 75011 Paris",75111,2.36554,48.865097,4.0,7/7-24/24,EF,Belib',2021-03-22
FR*V75*PPX12*10,Paris | Avenue Émile Laurent 1,"1 Avenue Émile Laurent, 75012 Paris",,2.409631,48.84071,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX11*09,Paris | Avenue de Taillebourg 2,"2 Avenue de Taillebourg, 75011 Paris",75111,2.397761,48.84948,3.0,7/7-24/24,T2-EF,Belib',2021-06-24
FR*V75*PPX02*02,Paris | Rue d'Alexandrie 7,"7 Rue d'Alexandrie, 75002 Paris",75102,2.3508835,48.868008,7.0,7/7-24/24,T2-EF,Belib',2021-04-13
FR*V75*PPX19*07,Paris |  Rue Botzaris 50,"50 Rue Botzaris, 75019 Paris",,2.3839,48.8792,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX02*05,Paris | Rue Etienne Marcel  36,"36 Rue Etienne Marcel, 75002 Paris",75102,2.344388,48.86502,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX01*03,Paris | Rue Bertin Poirée 14,"14 Rue Bertin Poirée, 75001 Paris",75101,2.3449502,48.85881,3.0,7/7-24/24,T2-EF,Belib',2021-07-08
FR*V75*PPX11*03,Paris | Rue François de Neufchateau 11,"11 Rue François de Neufchateau, 75011 Paris",75111,2.3825247,48.85615,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX18*10,Paris | Boulevard de Clichy 2,"2 Boulevard de Clichy, 75018 Paris",,2.3395,48.8823,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX20*02,Paris | Rue de Belleville 265,"1590 Rue de Belleville, 75020 Paris",75120,2.399738,48.87559,7.0,7/7-24/24,T2-EF,Belib',2021-07-08
FR*V75*PPX04*01,Paris | Quai aux Fleurs 23,"23 Quai aux Fleurs, 75004 Paris",75104,2.3505278,48.854847,7.0,7/7-24/24,T2-EF,Belib',2021-06-23
FR*V75*PPX13*08,Paris | Avenue de Choisy 8,"8 Avenue de Choisy, 75013 Paris",,2.3643334,48.82056,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX16*09,Paris | Avenue Paul Doumer 72,"72 Avenue Paul Doumer, 75016 Paris",75116,2.278694,48.859756,7.0,7/7-24/24,T2-EF,Belib',2021-07-05
FR*V75*PPX08*12,Paris | Rue de Berri 10,"10 Rue de Berri, 75008 Paris",,2.3041663,48.872448,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX20*09,Paris | Rue Guébriant 6,"6 Rue Guébriant, 75020 Paris",,2.4092,48.8731,3.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*P9020*04,Paris | Rue des Pyrénées 127,"127 Rue des Pyrénées, 75020 Paris",75120,2.403802,48.857094,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX02*01,Paris | Rue Notre-Dame des Victoires 21,"21 Rue Notre-Dame des Victoires, 75002 Paris",75102,2.3423247,48.869698,7.0,7/7-24/24,T2-EF,Belib',2021-04-13
FR*V75*PPX20*01,Paris | Rue de la Plaine 25,"25 Rue de la Plaine, 75020 Paris",75120,2.4019644,48.85006,7.0,7/7-24/24,T2-EF,Belib',2021-04-14
FR*V75*P9005*03,Paris | Rue Saint-Jacques 34,"34 Rue Saint-Jacques, 75005 Paris",75105,2.3453429,48.850613,4.0,7/7-24/24,EF,Belib',2021-03-25
FR*V75*P9016*04,Paris | Avenue Marcel Doret 4,"4 Avenue Marcel Doret, 75016 Paris",75116,2.259932,48.837055,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX20*06,Paris | Rue Julien Lacroix 39,"39 Rue Julien Lacroix, 75020 Paris",75120,2.38494,48.86986,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX07*10,Paris | Avenue Duquesne 26,"26 Avenue Duquesne, 75007 Paris",,2.3106372,48.851128,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX17*05,Paris | Rue de la Jonquière 66,"66 Rue de la Jonquière, 75017 Paris",75117,2.3211582,48.894165,7.0,7/7-24/24,T2-EF,Belib',2021-07-13
FR*V75*PPX08*02,Paris | Rue du Chateaubriand 19,"114 Rue du Chateaubriand, 75008 Paris",75108,2.3008885,48.873478,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX17*06,Paris | Rue Navier 1,"1 Rue Navier, 75017 Paris",,2.3283,48.8955,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX10*05,Paris | Rue Beaurepaire 31,"31 Rue Beaurepaire, 75010 Paris",,2.364206,48.87119,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX20*08,Paris | Rue Monte Cristo 24,"24 Rue Monte Cristo, 75020 Paris",75120,2.3984911,48.855225,7.0,7/7-24/24,T2-EF,Belib',2021-07-06
FR*V75*P9014*02,Paris | Avenue Reille 46,"46 Avenue Reille, 75014 Paris",75114,2.336857,48.824387,4.0,7/7-24/24,EF,Belib',2021-03-22
FR*V75*PPX10*06,Paris | Rue du Buisson Saint Louis 2,"2 Rue du Buisson Saint Louis, 75010 Paris",,2.372482,48.87179,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX11*07,Paris | Rue du Commandant Lamy 2,"2 Rue du Commandant Lamy, 75011 Paris",75111,2.374203,48.85579,7.0,7/7-24/24,T2-EF,Belib',2021-06-23
FR*V75*PPX02*03,Paris | Rue Vivienne 43,"43 Rue Vivienne, 75002 Paris",75102,2.3408933,48.870564,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX01*02,Paris | Rue Jean-Jacques Rousseau 62,"62 Jean-Jacques Rousseau, 75001 Paris",75101,2.3437343,48.86409,7.0,7/7-24/24,T2-EF,Belib',2021-04-22
FR*V75*PPX17*11,Paris | Rue de Courcelles 210,"210 Rue de Courcelles, 75017 Paris",,2.2955,48.8867,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX14*06,Paris | Rue du Départ 23,"23 Rue du Départ, 75014 Paris",,2.323305,48.842175,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX06*02,Paris | Rue Danton 8,"8 Rue Danton, 75006 Paris",75106,2.342107,48.85262,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX11*09,Paris | Avenue de Taillebourg 2,"2 Avenue de Taillebourg, 75011 Paris",75111,2.397761,48.84948,7.0,7/7-24/24,T2-EF,Belib',2021-06-24
FR*V75*PPX05*01,Paris | Quai de la Tournelle 21,"21 Quai de la Tournelle, 75005 Paris",75105,2.354431,48.850033,7.0,7/7-24/24,T2-EF,Belib',2021-06-22
FR*V75*PPX04*02,Paris | Rue François Miron 80,"80 Rue François Miron, 75004 Paris",75104,2.3591938,48.855366,7.0,7/7-24/24,T2-EF,Belib',2021-04-20
FR*V75*P9015*06,Paris | Rue Desnouettes 55,"55 Rue Desnouettes, 75015 Paris",75115,2.286912,48.83571,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX07*11,Paris | Rue Ernest Psichari 13,"13 Rue Ernest Psichari, 75007 Paris",,2.308076,48.85617,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX07*05,Paris | Rue Duroc  2,"12 Rue Duroc, 75007 Paris",75107,2.315725,48.84828,7.0,7/7-24/24,T2-EF,Belib',2021-06-30
FR*V75*PPX07*05,Paris | Rue Duroc  2,"12 Rue Duroc, 75007 Paris",75107,2.315725,48.84828,7.0,7/7-24/24,T2-EF,Belib',2021-06-30
FR*V75*PPX19*05,Paris | Rue d'Aubervilliers 126,"126 Rue d'Aubervilliers, 75019 Paris",,2.3691,48.8917,3.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX16*08,Paris | Avenue Théophile Gauthier 14,"14 Avenue Théophile Gauthier, 75016 Paris",75116,2.2739246,48.850754,7.0,7/7-24/24,T2-EF,Belib',2021-07-12
FR*V75*PPX12*07,Paris | Boulevard de la Bastille 20,"20 Boulevard de la Bastille, 75012 Paris",,2.367915,48.84837,3.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*P9003*01,Paris | Rue Réaumur 5,"5 Rue Réaumur, 75003 Paris",75103,2.359043,48.86472,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX16*19,Paris | Avenue Marceau 1,"1 Avenue Marceau, 75016 Paris",,2.2996,48.8655,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX12*04,Paris | Rue de Charenton  251,"251 Rue de Charenton, 75012 Paris",75112,2.3922555,48.83641,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX16*05,Paris | Avenue de Versailles 112,"112 Avenue de Versailles, 75016 Paris",75116,2.2698932,48.843792,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX01*06,Paris | Avenue Victoria 17,"17 Avenue Victoria, 75001 Paris",75101,2.34681,48.85788,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX02*04,Paris | Boulevard Bonne Nouvelle 21,"21 Boulevard Bonne Nouvelle, 75002 Paris",75102,2.349722,48.8703,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX20*10,Paris | Rue des Couronnes 2,"2 Rue des Couronnes, 75020 Paris",,2.3809,48.8692,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX15*12,Paris | Rue Paul Barruel 44,"44 Rue Paul Barruel, 75015 Paris",75115,2.3059905,48.837364,7.0,7/7-24/24,T2-EF,Belib',2021-07-13
FR*V75*PPX12*02,Paris | Rue du Charolais 2,"12 Rue du Charolais, 75012 Paris",75112,2.387853,48.83919,7.0,7/7-24/24,T2-EF,Belib',2021-07-01
FR*V75*PPX07*11,Paris | Rue Ernest Psichari 13,"13 Rue Ernest Psichari, 75007 Paris",,2.308076,48.85617,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX15*25,Paris | Rue de Cronstadt 2,"2 Rue de Cronstadt, 75015 Paris",,2.3026,48.8349,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX19*06,Paris | Rue Adolphe Mille 8,"8 Rue Adolphe Mille, 75019 Paris",,2.3888,48.8886,3.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX12*08,Paris | Rue Fabre d'Églantine 2,"2 Rue Fabre d'Églantine, 75012 Paris",,2.3953738,48.845577,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*P9019*02,Paris | Boulevard Sérurier 54,"54 Boulevard Sérurier, 75019 Paris",75119,2.398476,48.88042,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX02*02,Paris | Rue d'Alexandrie 7,"7 Rue d'Alexandrie, 75002 Paris",75102,2.3508835,48.868008,7.0,7/7-24/24,T2-EF,Belib',2021-04-13
FR*V75*PPX01*03,Paris | Rue Bertin Poirée 14,"14 Rue Bertin Poirée, 75001 Paris",75101,2.3449502,48.85881,7.0,7/7-24/24,T2-EF,Belib',2021-07-08
FR*V75*PPX13*06,Paris | Rue Darmesteter 12,"12 Rue Darmesteter, 75013 Paris",,2.3753989,48.82315,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX05*05,Paris | bis Rue Valette 2,"2 bis Rue Valette, 75005 Paris",75105,2.3469365,48.848,3.0,7/7-24/24,T2-EF,Belib',2021-06-30
FR*V75*PPX17*11,Paris | Rue de Courcelles 210,"210 Rue de Courcelles, 75017 Paris",,2.2955,48.8867,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX15*15,Paris | Rue de Lourmel 79,"79 Rue de Lourmel, 75015 Paris",75115,2.287503,48.845108,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX10*01,Paris | Rue Pierre Chausson 1,"1 Rue Pierre Chausson, 75010 Paris",75110,2.3600461,48.87026,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX04*02,Paris | Rue François Miron 80,"80 Rue François Miron, 75004 Paris",75104,2.3591938,48.855366,7.0,7/7-24/24,T2-EF,Belib',2021-04-20
FR*V75*P9016*02,Paris | Avenue d'Iéna 37,"37 Avenue d'Iéna, 75016 Paris",75116,2.295469,48.86851,4.0,7/7-24/24,EF,Belib',2021-03-17
FR*V75*PPX15*23,Paris | Rue de l'Arrivée 16,"16 Rue de l'Arrivée, 75015 Paris",,2.3217,48.8432,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX16*21,Paris | Rue d'Auteuil 55,"55 Rue d'Auteuil, 75016 Paris",,2.2636,48.8478,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX15*14,Paris | Rue des Morillons 95,"95 Rue des Morillons, 75015 Paris",75115,2.3048475,48.831997,7.0,7/7-24/24,T2-EF,Belib',2021-07-13
FR*V75*PPX17*03,Paris | Place Charles Fillion  22,"22 Place Charles Fillion, 75017 Paris",75117,2.3160603,48.888447,7.0,7/7-24/24,T2-EF,Belib',2021-07-15
FR*V75*PPX11*14,Paris | Avenue de la République 5,"5 Avenue de la République, 75011 Paris",,2.36784,48.86661,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*P9016*03,Paris | Avenue Henri Martin 101,"101 Avenue Henri Martin, 75016 Paris",75116,2.27153,48.8636,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX08*07,Paris | Rue de Rome  73,"73 Rue de Rome, 75008 Paris",75108,2.32056,48.881832,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*P9018*02,Paris | Rue Caulaincourt 103,"103 Rue Caulaincourt, 75018 Paris",75118,2.33891,48.889732,4.0,7/7-24/24,EF,Belib',2021-03-22
FR*V75*PPX19*01,Paris | Rue Botzaris 76,"304 Rue Botzaris, 75019 Paris",75119,2.388647,48.879482,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX11*03,Paris | Rue François de Neufchateau 11,"11 Rue François de Neufchateau, 75011 Paris",75111,2.3825247,48.85615,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*P9005*01,Paris | Place du Panthéon 17,"17 Place du Panthéon, 75005 Paris",75105,2.345032,48.845715,4.0,7/7-24/24,EF,Belib',2021-03-22
FR*V75*PPX15*01,Paris | Rue du Colonel Pierre Avia 1,"6 Rue du Colonel Pierre Avia, 75015 Paris",75115,2.2788854,48.8326,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX15*02,Paris | Rue Lacordaire 56,"336 Rue Lacordaire, 75015 Paris",75115,2.2813957,48.841286,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX09*01,Paris | Rue Jules Lefèbvre 1,"6 Rue Jules Lefèbvre, 75009 Paris",75109,2.3283632,48.880447,7.0,7/7-24/24,T2-EF,Belib',2021-06-30
FR*V75*PPX10*04,Paris | Rue La Fayette 143,"143 Rue La Fayette, 75010 Paris",,2.3560476,48.879135,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX03*01,Paris | Rue Saint-Martin 204,"204 Rue Saint-Martin, 75003 Paris",75103,2.3526978,48.86334,7.0,7/7-24/24,T2-EF,Belib',2021-04-20
FR*V75*PPX14*08,Paris | Boulevard Edgar Quinet 2,"2 Boulevard Edgar Quinet, 75014 Paris",,2.3301675,48.83951,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX03*03,Paris | Boulevard Beaumarchais 87,"87 Boulevard Beaumarchais, 75003 Paris",,2.36738,48.858967,3.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX05*08,Paris | Rue Gay-Lussac 66,"66 Rue Gay-Lussac, 75005 Paris",,2.3430684,48.842007,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX10*01,Paris | Rue Pierre Chausson 1,"1 Rue Pierre Chausson, 75010 Paris",75110,2.3600461,48.87026,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX07*02,Paris | Avenue Bosquet  41,"205 Avenue Bosquet, 75007 Paris",75107,2.3040495,48.85808,7.0,7/7-24/24,T2-EF,Belib',2021-07-20
FR*V75*PPX03*03,Paris | Boulevard Beaumarchais 87,"87 Boulevard Beaumarchais, 75003 Paris",,2.36738,48.858967,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*P9013*04,Paris | Rue de l'Amiral Mouchez 77,"77 Rue de l'Amiral Mouchez, 75013 Paris",75113,2.343626,48.82085,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX12*04,Paris | Rue de Charenton  251,"251 Rue de Charenton, 75012 Paris",75112,2.3922555,48.83641,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX11*09,Paris | Avenue de Taillebourg 2,"2 Avenue de Taillebourg, 75011 Paris",75111,2.397761,48.84948,7.0,7/7-24/24,T2-EF,Belib',2021-06-24
FR*V75*P9018*02,Paris | Rue Caulaincourt 103,"103 Rue Caulaincourt, 75018 Paris",75118,2.33891,48.889732,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX14*02,Paris | Boulevard de Port-Royal 97,"97 Boulevard de Port-Royal, 75014 Paris",75114,2.3408663,48.838314,7.0,7/7-24/24,T2-EF,Belib',2021-06-30
FR*V75*PPX16*20,Paris | Avenue Henri Martin 70,"70 Avenue Henri Martin, 75016 Paris",,2.2754,48.8646,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX13*13,Paris | Rue Vulpian 24,"24 Rue Vulpian, 75013 Paris",,2.3460584,48.83105,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX08*14,Paris | Avenue George V 44,"44 Avenue George V, 75008 Paris",,2.301121,48.87057,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX15*08,Paris | Avenue Félix Faure 109,"109 Avenue Félix Faure, 75015 Paris",75115,2.282485,48.83892,7.0,7/7-24/24,T2-EF,Belib',2021-07-01
FR*V75*PPX18*07,Paris | Rue Jean-François Lépine 1,"1 Rue Jean-François Lépine, 75018 Paris",,2.3591,48.8861,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX11*14,Paris | Avenue de la République 5,"5 Avenue de la République, 75011 Paris",,2.36784,48.86661,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX09*05,Paris | Rue de la Chaussée d'Antin 5,"5 Rue de la Chaussée d'Antin, 75009 Paris",,2.3338861,48.871643,7.0,7/7-24/24,T2-EF,Belib',2021-07-09
FR*V75*PPX10*02,Paris | Rue Sibour 2,"2 Rue Sibour, 75010 Paris",75110,2.3587236,48.875076,7.0,7/7-24/24,T2-EF,Belib',2021-06-30
FR*V75*PPX15*28,Paris | Rue Balard 108,"108 Rue Balard, 75015 Paris",,2.2787,48.8373,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*P9014*04,Paris | Rue Didot 47,"47 Rue Didot, 75014 Paris",75114,2.320052,48.831448,4.0,7/7-24/24,EF,Belib',2021-03-22
FR*V75*PPX13*04,Paris | Boulevard Arago 52,"52 Boulevard Arago, 75013 Paris",75113,2.3446052,48.835163,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX18*03,Paris | Rue Charles Hermite 52,"52 Rue Charles Hermite, 75018 Paris",75118,2.3649826,48.89905,7.0,7/7-24/24,T2-EF,Belib',2021-07-06
FR*V75*P9007*06,Paris | Rue Pérignon 2,"2 Rue Pérignon, 75007 Paris",75107,2.309952,48.84793,22.0,7/7-24/24,CHADEMO-COMBO-T3-T2-EF,Belib',2021-03-22
FR*V75*PPX18*03,Paris | Rue Charles Hermite 52,"52 Rue Charles Hermite, 75018 Paris",75118,2.3649826,48.89905,7.0,7/7-24/24,T2-EF,Belib',2021-07-06
FR*V75*P9003*01,Paris | Rue Réaumur 5,"5 Rue Réaumur, 75003 Paris",75103,2.359043,48.86472,4.0,7/7-24/24,EF,Belib',2021-03-22
FR*V75*PPX16*08,Paris | Avenue Théophile Gauthier 14,"14 Avenue Théophile Gauthier, 75016 Paris",75116,2.2739246,48.850754,7.0,7/7-24/24,T2-EF,Belib',2021-07-12
FR*V75*PPX04*04,Paris | Boulevard Bourdon 9,"9 Boulevard Bourdon, 75004 Paris",75104,2.366004,48.848423,7.0,7/7-24/24,T2-EF,Belib',2021-05-04
FR*V75*PPX15*14,Paris | Rue des Morillons 95,"95 Rue des Morillons, 75015 Paris",75115,2.3048475,48.831997,7.0,7/7-24/24,T2-EF,Belib',2021-07-13
FR*V75*PPX13*07,Paris | Rue Bobillot 16,"16 Rue Bobillot, 75013 Paris",,2.3537664,48.82958,7.0,7/7-24/24,T2-EF,Belib',2021-07-07
FR*V75*PPX16*20,Paris | Avenue Henri Martin 70,"70 Avenue Henri Martin, 75016 Paris",,2.2754,48.8646,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
FR*V75*PPX13*04,Paris | Boulevard Arago 52,"52 Boulevard Arago, 75013 Paris",75113,2.3446052,48.835163,7.0,7/7-24/24,T2-EF,Belib',2021-06-02
FR*V75*PPX15*20,Paris | Rue du Docteur Finlay 43,"43 Rue du Docteur Finlay, 75015 Paris",,2.2913,48.8512,7.0,7/7-24/24,T2-EF,Belib',2021-07-21
